,source_accuracy,target_accuracy,source_auc,target_auc,replicate,batch_size,learning_rate,enc_learning_rate,disc_learning_rate,lambda_val,target_num,target_prop,epochs,iwcdan
178,0.949,0.8775510204081632,0.9901479999999999,0.9752252252252253,9,16,0.001,0.001,0.001,1.0,50,0.75,50,True
179,0.946,0.7755102040816326,0.990848,0.9211711711711712,4,16,0.001,0.001,0.001,1.0,50,0.75,50,True
180,0.955,0.9591836734693877,0.9905959999999999,0.9932432432432433,1,16,0.001,0.001,0.001,0.1,50,0.25,50,True
181,0.945,0.9387755102040817,0.9905519999999999,1.0,6,16,0.001,0.001,0.001,0.1,50,0.25,50,True
182,0.952,0.9387755102040817,0.990492,0.9932432432432433,8,16,0.001,0.001,0.001,0.1,50,0.25,50,True
183,0.951,0.9795918367346939,0.991188,0.9909909909909911,2,16,0.001,0.001,0.001,0.1,50,0.25,50,True
184,0.947,0.9591836734693877,0.9915080000000001,1.0,5,16,0.001,0.001,0.001,0.1,50,0.25,50,True
185,0.947,0.9591836734693877,0.9905200000000001,1.0,7,16,0.001,0.001,0.001,0.1,50,0.25,50,True
186,0.947,0.8979591836734694,0.991116,0.9774774774774775,4,16,0.001,0.001,0.001,0.1,50,0.25,50,True
187,0.947,0.9591836734693877,0.9903080000000001,1.0,10,16,0.001,0.001,0.001,0.1,50,0.25,50,True
188,0.953,0.9387755102040817,0.991364,0.9842342342342343,3,16,0.001,0.001,0.001,0.1,50,0.25,50,True
189,0.946,0.9795918367346939,0.990464,1.0,9,16,0.001,0.001,0.001,0.1,50,0.25,50,True
190,0.94,0.9183673469387755,0.987468,0.9842342342342343,5,16,0.001,0.001,0.001,0.0,50,0.75,50,True
191,0.953,0.5102040816326531,0.9915720000000001,0.9572072072072072,8,16,0.001,0.001,0.001,0.0,50,0.75,50,True
192,0.951,0.6122448979591837,0.991144,0.9245495495495496,2,16,0.001,0.001,0.001,0.0,50,0.75,50,True
193,0.947,0.9387755102040817,0.991616,1.0,6,16,0.001,0.001,0.001,0.0,50,0.75,50,True
194,0.95,0.9387755102040817,0.991276,0.9887387387387387,1,16,0.001,0.001,0.001,0.0,50,0.75,50,True
195,0.952,0.8163265306122449,0.9911279999999999,0.9774774774774775,3,16,0.001,0.001,0.001,0.0,50,0.75,50,True
196,0.949,0.6326530612244898,0.9915679999999999,0.9189189189189189,9,16,0.001,0.001,0.001,0.0,50,0.75,50,True
197,0.949,0.7142857142857143,0.991384,0.9459459459459458,10,16,0.001,0.001,0.001,0.0,50,0.75,50,True
198,0.949,0.3469387755102041,0.9907600000000001,0.8918918918918919,4,16,0.001,0.001,0.001,0.0,50,0.75,50,True
199,0.951,0.9387755102040817,0.9912320000000001,0.9932432432432432,7,16,0.001,0.001,0.001,0.0,50,0.75,50,True
