replicate,batch_size,learning_rate,enc_learning_rate,disc_learning_rate,lambda_val,target_num,target_prop,epochs,iwcdan,epoch,class,iw_weight
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,8,0,1.3042572
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,8,1,1.4958466
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,8,1,1.093102
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,8,1,1.2729731
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,8,1,1.0656387
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,8,1,0.6957429
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,9,0,0.6
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,9,0,0.906898
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,9,0,0.72702694
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,9,0,0.93436134
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,9,0,1.3042572
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,9,1,1.4958466
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,9,1,1.093102
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,9,1,1.2729731
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,9,1,1.0656387
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,9,1,0.6957429
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,10,0,0.6
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,10,0,0.906898
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,10,0,0.72702694
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,10,0,0.93436134
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,10,0,1.3042572
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,10,1,1.4958466
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,10,1,1.093102
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,10,1,1.2729731
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,10,1,1.0656387
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,10,1,0.6957429
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,11,0,0.4
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,11,0,0.62800497
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,11,0,0.5632077
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,11,0,0.86697847
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,11,0,1.4095986
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,11,1,1.7479234
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,11,1,1.3719951
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,11,1,1.4367924
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,11,1,1.1330215
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,11,1,0.5904014
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,12,0,0.4
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,12,0,0.62800497
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,12,0,0.5632077
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,12,0,0.86697847
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,12,0,1.4095986
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,12,1,1.7479234
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,12,1,1.3719951
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,12,1,1.4367924
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,12,1,1.1330215
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,12,1,0.5904014
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,13,0,0.4
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,13,0,0.62800497
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,13,0,0.5632077
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,13,0,0.86697847
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,13,0,1.4095986
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,13,1,1.7479234
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,13,1,1.3719951
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,13,1,1.4367924
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,13,1,1.1330215
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,13,1,0.5904014
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,14,0,0.4
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,14,0,0.62800497
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,14,0,0.5632077
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,14,0,0.86697847
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,14,0,1.4095986
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,14,1,1.7479234
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,14,1,1.3719951
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,14,1,1.4367924
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,14,1,1.1330215
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,14,1,0.5904014
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,15,0,0.4
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,15,0,0.62800497
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,15,0,0.5632077
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,15,0,0.86697847
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,15,0,1.4095986
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,15,1,1.7479234
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,15,1,1.3719951
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,15,1,1.4367924
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,15,1,1.1330215
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,15,1,0.5904014
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,16,0,0.3
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,16,0,0.71238333
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,16,0,0.48339397
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,16,0,0.72059757
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,16,0,1.4463769
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,16,1,1.8739617
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,16,1,1.2876167
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,16,1,1.5166061
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,16,1,1.2794024
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,16,1,0.55362314
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,17,0,0.3
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,17,0,0.71238333
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,17,0,0.48339397
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,17,0,0.72059757
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,17,0,1.4463769
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,17,1,1.8739617
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,17,1,1.2876167
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,17,1,1.5166061
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,17,1,1.2794024
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,17,1,0.55362314
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,18,0,0.3
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,18,0,0.71238333
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,18,0,0.48339397
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,18,0,0.72059757
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,18,0,1.4463769
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,18,1,1.8739617
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,18,1,1.2876167
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,18,1,1.5166061
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,18,1,1.2794024
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,18,1,0.55362314
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,19,0,0.3
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,19,0,0.71238333
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,19,0,0.48339397
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,19,0,0.72059757
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,19,0,1.4463769
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,19,1,1.8739617
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,19,1,1.2876167
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,19,1,1.5166061
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,19,1,1.2794024
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,19,1,0.55362314
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,20,0,0.3
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,20,0,0.71238333
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,20,0,0.48339397
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,20,0,0.72059757
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,20,0,1.4463769
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,20,1,1.8739617
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,20,1,1.2876167
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,20,1,1.5166061
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,20,1,1.2794024
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,20,1,0.55362314
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,21,0,0.25
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,21,0,0.5210423
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,21,0,0.45565
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,21,0,0.75877666
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,21,0,1.4408398
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,21,1,1.9369808
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,21,1,1.4789578
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,21,1,1.54435
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,21,1,1.2412233
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,21,1,0.55916023
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,22,0,0.25
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,22,0,0.5210423
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,22,0,0.45565
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,22,0,0.75877666
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,22,0,1.4408398
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,22,1,1.9369808
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,22,1,1.4789578
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,22,1,1.54435
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,22,1,1.2412233
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,22,1,0.55916023
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,23,0,0.25
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,23,0,0.5210423
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,23,0,0.45565
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,23,0,0.75877666
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,23,0,1.4408398
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,23,1,1.9369808
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,23,1,1.4789578
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,23,1,1.54435
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,23,1,1.2412233
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,23,1,0.55916023
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,24,0,0.25
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,24,0,0.5210423
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,24,0,0.45565
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,24,0,0.75877666
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,24,0,1.4408398
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,24,1,1.9369808
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,24,1,1.4789578
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,24,1,1.54435
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,24,1,1.2412233
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,24,1,0.55916023
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,25,0,0.25
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,25,0,0.5210423
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,25,0,0.45565
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,25,0,0.75877666
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,25,0,1.4408398
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,25,1,1.9369808
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,25,1,1.4789578
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,25,1,1.54435
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,25,1,1.2412233
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,25,1,0.55916023
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,26,0,0.225
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,26,0,0.5577063
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,26,0,0.4166638
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,26,0,0.7099905
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,26,0,1.4315132
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,26,1,1.9684904
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,26,1,1.4422938
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,26,1,1.5833362
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,26,1,1.2900095
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,26,1,0.5684868
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,27,0,0.225
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,27,0,0.5577063
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,27,0,0.4166638
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,27,0,0.7099905
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,27,0,1.4315132
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,27,1,1.9684904
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,27,1,1.4422938
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,27,1,1.5833362
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,27,1,1.2900095
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,27,1,0.5684868
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,28,0,0.225
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,28,0,0.5577063
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,28,0,0.4166638
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,28,0,0.7099905
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,28,0,1.4315132
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,28,1,1.9684904
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,28,1,1.4422938
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,28,1,1.5833362
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,28,1,1.2900095
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,28,1,0.5684868
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,29,0,0.225
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,29,0,0.5577063
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,29,0,0.4166638
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,29,0,0.7099905
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,29,0,1.4315132
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,29,1,1.9684904
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,29,1,1.4422938
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,29,1,1.5833362
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,29,1,1.2900095
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,29,1,0.5684868
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,30,0,0.225
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,30,0,0.5577063
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,30,0,0.4166638
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,30,0,0.7099905
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,30,0,1.4315132
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,30,1,1.9684904
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,30,1,1.4422938
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,30,1,1.5833362
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,30,1,1.2900095
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,30,1,0.5684868
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,31,0,0.21249999
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,31,0,0.5774054
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,31,0,0.39696595
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,31,0,0.6139377
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,31,0,1.4370067
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,31,1,1.9842452
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,31,1,1.4225947
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,31,1,1.603034
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,31,1,1.3860624
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,31,1,0.5629933
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,32,0,0.21249999
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,32,0,0.5774054
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,32,0,0.39696595
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,32,0,0.6139377
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,32,0,1.4370067
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,32,1,1.9842452
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,32,1,1.4225947
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,32,1,1.603034
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,32,1,1.3860624
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,32,1,0.5629933
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,33,0,0.21249999
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,33,0,0.5774054
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,33,0,0.39696595
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,33,0,0.6139377
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,33,0,1.4370067
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,33,1,1.9842452
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,33,1,1.4225947
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,33,1,1.603034
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,33,1,1.3860624
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,33,1,0.5629933
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,34,0,0.21249999
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,34,0,0.5774054
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,34,0,0.39696595
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,34,0,0.6139377
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,34,0,1.4370067
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,34,1,1.9842452
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,34,1,1.4225947
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,34,1,1.603034
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,34,1,1.3860624
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,34,1,0.5629933
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,35,0,0.21249999
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,35,0,0.5774054
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,35,0,0.39696595
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,35,0,0.6139377
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,35,0,1.4370067
1,16,0.001,0.001,0.001,0.0,50,0.0,50,True,35,1,1.9842452
1,16,0.001,0.001,0.001,0.0,50,1.0,50,True,35,1,1.4225947
1,16,0.001,0.001,0.001,0.0,50,0.25,50,True,35,1,1.603034
1,16,0.001,0.001,0.001,0.0,50,0.5,50,True,35,1,1.3860624
1,16,0.001,0.001,0.001,0.0,50,0.75,50,True,35,1,0.5629933
