,source_accuracy,target_accuracy,source_auc,target_auc,replicate,batch_size,learning_rate,enc_learning_rate,disc_learning_rate,lambda_val,target_num,target_prop,epochs,iwcdan
177,0.999,0.32,1.0,,5,16,0.001,0.001,0.001,0.1,50,0.0,50,True
178,1.0,0.62,1.0,,1,16,0.001,0.001,0.001,0.1,50,0.0,50,True
179,0.999,0.48,1.0,,6,16,0.001,0.001,0.001,0.1,50,0.0,50,True
180,0.999,0.94,1.0,0.9456,5,16,0.001,0.001,0.001,0.1,50,0.5,50,True
181,0.999,0.88,1.0,0.92,8,16,0.001,0.001,0.001,0.1,50,0.5,50,True
182,1.0,0.92,1.0,0.9952,2,16,0.001,0.001,0.001,0.1,50,0.5,50,True
183,0.994,0.96,0.9999319999999999,0.9935999999999999,6,16,0.001,0.001,0.001,0.1,50,0.5,50,True
184,1.0,0.92,1.0,0.9632000000000001,1,16,0.001,0.001,0.001,0.1,50,0.5,50,True
185,1.0,0.92,1.0,0.9128000000000001,3,16,0.001,0.001,0.001,0.1,50,0.5,50,True
186,0.999,0.96,1.0,0.9616,9,16,0.001,0.001,0.001,0.1,50,0.5,50,True
187,0.999,0.94,1.0,0.9648,10,16,0.001,0.001,0.001,0.1,50,0.5,50,True
188,0.999,0.98,1.0,1.0,4,16,0.001,0.001,0.001,0.1,50,0.5,50,True
189,0.999,0.92,1.0,0.9615999999999999,7,16,0.001,0.001,0.001,0.1,50,0.5,50,True
190,0.999,0.9591836734693877,0.999996,0.9617117117117118,4,16,0.001,0.001,0.001,0.1,50,0.25,50,True
191,0.999,0.8979591836734694,1.0,0.9346846846846847,3,16,0.001,0.001,0.001,0.1,50,0.25,50,True
192,0.999,0.7959183673469388,1.0,0.8986486486486487,9,16,0.001,0.001,0.001,0.1,50,0.25,50,True
193,0.996,0.9183673469387755,1.0,0.9887387387387387,10,16,0.001,0.001,0.001,0.1,50,0.25,50,True
194,0.999,0.9183673469387755,1.0,0.9391891891891893,7,16,0.001,0.001,0.001,0.1,50,0.25,50,True
195,0.999,0.9183673469387755,1.0,0.9572072072072073,8,16,0.001,0.001,0.001,0.1,50,0.25,50,True
196,1.0,0.9183673469387755,1.0,0.9617117117117118,2,16,0.001,0.001,0.001,0.1,50,0.25,50,True
197,1.0,0.8979591836734694,1.0,0.945945945945946,5,16,0.001,0.001,0.001,0.1,50,0.25,50,True
198,1.0,0.9387755102040817,1.0,0.9887387387387387,1,16,0.001,0.001,0.001,0.1,50,0.25,50,True
199,0.999,0.8571428571428571,1.0,0.963963963963964,6,16,0.001,0.001,0.001,0.1,50,0.25,50,True
