,source_accuracy,target_accuracy,source_auc,target_auc,replicate,batch_size,learning_rate,enc_learning_rate,disc_learning_rate,lambda_val,target_num,target_prop,epochs,iwcdan
128,0.998,0.6122448979591837,1.0,0.7612612612612613,10,16,0.001,0.001,0.001,0.5,50,0.75,50,False
129,1.0,0.7142857142857143,1.0,0.811936936936937,7,16,0.001,0.001,0.001,0.5,50,0.75,50,False
130,0.998,0.5714285714285714,1.0,0.7083333333333333,10,16,0.001,0.001,0.001,0.1,50,0.75,50,False
131,0.998,0.6326530612244898,1.0,0.7702702702702703,3,16,0.001,0.001,0.001,0.1,50,0.75,50,False
132,0.997,0.7142857142857143,1.0,0.7623873873873873,9,16,0.001,0.001,0.001,0.1,50,0.75,50,False
133,0.999,0.9387755102040817,0.999996,0.8400900900900902,4,16,0.001,0.001,0.001,0.1,50,0.75,50,False
134,0.999,0.7346938775510204,1.0,0.8367117117117117,7,16,0.001,0.001,0.001,0.1,50,0.75,50,False
135,0.999,0.8163265306122449,1.0,0.8682432432432432,5,16,0.001,0.001,0.001,0.1,50,0.75,50,False
136,1.0,0.673469387755102,1.0,0.759009009009009,8,16,0.001,0.001,0.001,0.1,50,0.75,50,False
137,0.999,0.9183673469387755,1.0,0.9572072072072072,2,16,0.001,0.001,0.001,0.1,50,0.75,50,False
138,1.0,0.6326530612244898,1.0,0.731981981981982,6,16,0.001,0.001,0.001,0.1,50,0.75,50,False
139,0.999,0.6938775510204082,1.0,0.7747747747747747,1,16,0.001,0.001,0.001,0.1,50,0.75,50,False
140,1.0,0.58,1.0,,6,16,0.001,0.001,0.001,0.1,50,0.0,50,False
141,0.998,0.58,1.0,,1,16,0.001,0.001,0.001,0.1,50,0.0,50,False
142,1.0,0.46,1.0,,5,16,0.001,0.001,0.001,0.1,50,0.0,50,False
143,0.999,0.6,1.0,,2,16,0.001,0.001,0.001,0.1,50,0.0,50,False
144,0.997,0.54,0.999992,,8,16,0.001,0.001,0.001,0.1,50,0.0,50,False
145,0.999,0.66,1.0,,7,16,0.001,0.001,0.001,0.1,50,0.0,50,False
146,0.998,0.6,1.0,,10,16,0.001,0.001,0.001,0.1,50,0.0,50,False
147,1.0,0.52,1.0,,9,16,0.001,0.001,0.001,0.1,50,0.0,50,False
148,0.999,0.48,1.0,,3,16,0.001,0.001,0.001,0.1,50,0.0,50,False
149,0.999,0.68,1.0,,4,16,0.001,0.001,0.001,0.1,50,0.0,50,False
150,0.994,0.62,0.999996,,7,16,0.001,0.001,0.001,0.5,50,1.0,50,False
151,0.998,0.48,0.999992,,4,16,0.001,0.001,0.001,0.5,50,1.0,50,False
152,1.0,0.48,1.0,,3,16,0.001,0.001,0.001,0.5,50,1.0,50,False
153,0.999,0.48,1.0,,9,16,0.001,0.001,0.001,0.5,50,1.0,50,False
154,0.997,0.54,1.0,,10,16,0.001,0.001,0.001,0.5,50,1.0,50,False
155,0.996,0.5,1.0,,1,16,0.001,0.001,0.001,0.5,50,1.0,50,False
156,1.0,0.48,1.0,,6,16,0.001,0.001,0.001,0.5,50,1.0,50,False
157,0.999,0.48,1.0,,8,16,0.001,0.001,0.001,0.5,50,1.0,50,False
158,1.0,0.48,1.0,,2,16,0.001,0.001,0.001,0.5,50,1.0,50,False
159,0.999,0.48,1.0,,5,16,0.001,0.001,0.001,0.5,50,1.0,50,False
160,1.0,0.6938775510204082,1.0,0.8288288288288289,1,16,0.001,0.001,0.001,0.5,50,0.25,50,False
161,0.998,0.6938775510204082,1.0,0.795045045045045,6,16,0.001,0.001,0.001,0.5,50,0.25,50,False
162,0.999,0.8367346938775511,1.0,0.9346846846846847,2,16,0.001,0.001,0.001,0.5,50,0.25,50,False
163,0.998,0.7755102040816326,1.0,0.9459459459459459,8,16,0.001,0.001,0.001,0.5,50,0.25,50,False
164,0.999,0.7959183673469388,1.0,0.8896396396396398,5,16,0.001,0.001,0.001,0.5,50,0.25,50,False
