sample_accession,run_accession,library_layout,read1,read2,read1_md5,read2_md5
SAMEA4762871,ERR2678639,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR267/009/ERR2678639/ERR2678639_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR267/009/ERR2678639/ERR2678639_2.fastq.gz,2507040b5c6575a09f575644a9186706,c3ddc10375234de5f3da882a79c3a335
SAMEA4762872,ERR2678640,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR267/000/ERR2678640/ERR2678640_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR267/000/ERR2678640/ERR2678640_2.fastq.gz,2923522f650e92849f19bf412df418b2,5ecb4b324024c15f088b5afa79f61de2
SAMEA4762870,ERR2678638,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR267/008/ERR2678638/ERR2678638_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR267/008/ERR2678638/ERR2678638_2.fastq.gz,27c8fd1c6562504acc2be71689e7d49d,be2958a3106fc69bddc03e3cecb553b1
SAMN07422262,SRR5878348,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR587/008/SRR5878348/SRR5878348_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR587/008/SRR5878348/SRR5878348_2.fastq.gz,dcb43e5c674e2a27d9ab6fdbf71d7617,7ee22f85fb8dcd877e0ba5e7ac92e4d9
SAMN07422262,SRR5878360,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR587/000/SRR5878360/SRR5878360_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR587/000/SRR5878360/SRR5878360_2.fastq.gz,907fd314c6acceaef73bf8ffa2bbcab7,e7c85598dfa9e0d99c1f27225fe53879
SAMN07422269,SRR5878353,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR587/003/SRR5878353/SRR5878353_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR587/003/SRR5878353/SRR5878353_2.fastq.gz,bfa64e916c8e610599fe2a0ffe0155ce,d50d4acbc4ee9210ae9e92ccfb3e3726
SAMN07422269,SRR5878338,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR587/008/SRR5878338/SRR5878338_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR587/008/SRR5878338/SRR5878338_2.fastq.gz,704f65819c6346c4050ec05e096d182d,94383cbdb36d22fec88949955a206e5e
SAMN07422272,SRR5878346,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR587/006/SRR5878346/SRR5878346_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR587/006/SRR5878346/SRR5878346_2.fastq.gz,f695c03830cd8dfab4b9f04c4e88a199,bdd18fccca13a638f3bc9646e015afe0
SAMN07422272,SRR5878341,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR587/001/SRR5878341/SRR5878341_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR587/001/SRR5878341/SRR5878341_2.fastq.gz,f3ea703b94ec8a419852fec5db57ffdb,dda1d8bfb0b77c9d053c9fb60bb3ca67
SAMN07422271,SRR5878347,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR587/007/SRR5878347/SRR5878347_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR587/007/SRR5878347/SRR5878347_2.fastq.gz,d7588b7c80e1ed35d75d9798f8b4b406,755cfd8d5641b02334330c72a2e29007
SAMN07422271,SRR5878340,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR587/000/SRR5878340/SRR5878340_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR587/000/SRR5878340/SRR5878340_2.fastq.gz,e7933d39e9e04d1eae75ed23004f4090,eb63b2f0d39c601043f95f037b808a7a
SAMN07422268,SRR5878351,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR587/001/SRR5878351/SRR5878351_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR587/001/SRR5878351/SRR5878351_2.fastq.gz,a227beec35e3397b42d8783b9a0829f2,9519f80e577e293bd01efd09a1f0dbe5
SAMN07422268,SRR5878354,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR587/004/SRR5878354/SRR5878354_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR587/004/SRR5878354/SRR5878354_2.fastq.gz,5a7e86df58b29aa01c3f6411b0cdbc93,5841794ec290664c1ac99f33ed3ed191
SAMN02045559,SRR830337,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR830/SRR830337/SRR830337_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR830/SRR830337/SRR830337_2.fastq.gz,699a0437073a9b18afba2c1a875e5957,f55d7f39a3ea49deb38867b77ad0a7a1
SAMN02045561,SRR830685,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR830/SRR830685/SRR830685_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR830/SRR830685/SRR830685_2.fastq.gz,0a1d804e4fc1275a74901ea75aab74f7,55d341861ee59efeac9cbf7e81b34028
SAMN02045560,SRR830213,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR830/SRR830213/SRR830213_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR830/SRR830213/SRR830213_2.fastq.gz,6f6e53bf85eef7fdc6b82b8c7d92ffb5,a20e0b3202e2dacfa76310ed680d4c45
SAMN03247209,SRR1692419,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/009/SRR1692419/SRR1692419_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/009/SRR1692419/SRR1692419_2.fastq.gz,f4002580599dd6ec0f37254bdb6a733e,4ab8abb748398eae2e7afef1096e15a7
SAMN03252406,SRR1693624,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/004/SRR1693624/SRR1693624_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/004/SRR1693624/SRR1693624_2.fastq.gz,4d3a8db22eea3bcb4656cde6bd19871c,20e354951ea6bc2f493a912dfe9de5b6
SAMN03252407,SRR1693654,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/004/SRR1693654/SRR1693654_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/004/SRR1693654/SRR1693654_2.fastq.gz,f4566fa57e51e463d1060347b6e4ff7c,cac84f2ba72ccd411b1a6d0be312033a
SAMD00282813,DRR276776,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/DRR276/DRR276776/DRR276776_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/DRR276/DRR276776/DRR276776_2.fastq.gz,b52231c70d04c6488782b27254862eed,0a5d8c68d9555e78293d7a26e850b052
SAMD00282814,DRR276777,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/DRR276/DRR276777/DRR276777_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/DRR276/DRR276777/DRR276777_2.fastq.gz,77801d1410eabe7964138c5ec9cf0437,ef392a4ae229ae5e6652fd5d2c93bf34
SAMD00282815,DRR276778,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/DRR276/DRR276778/DRR276778_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/DRR276/DRR276778/DRR276778_2.fastq.gz,34b5d1e24cfdb2e0d790b89c7b85b7ea,5a89bfd67de14d4cba69d6a3eac76328
SAMD00282816,DRR276779,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/DRR276/DRR276779/DRR276779_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/DRR276/DRR276779/DRR276779_2.fastq.gz,07ecf1a247d67ae4d29f2b222a124908,4debe04d28e27f8ccad8d890103251d2
SAMD00282811,DRR276774,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/DRR276/DRR276774/DRR276774_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/DRR276/DRR276774/DRR276774_2.fastq.gz,109957274650c750e09454129cbdbe34,adf8e7a791c81ae42ad1278656d12aac
SAMD00282812,DRR276775,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/DRR276/DRR276775/DRR276775_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/DRR276/DRR276775/DRR276775_2.fastq.gz,fdfb1c355455fb87e38a8800d9330221,754ff11afe8085154f738a61df22d1b3
SAMN32301304,SRR22801890,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/090/SRR22801890/SRR22801890_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/090/SRR22801890/SRR22801890_2.fastq.gz,63d8e55fdfae7847b2716b0e55ebe64d,0ceb4feffacde4d8f09d3c38b7e63797
SAMN32301305,SRR22801879,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/079/SRR22801879/SRR22801879_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/079/SRR22801879/SRR22801879_2.fastq.gz,202c62199aa9b45e99c356586b68c351,fe0a24546f445913413a3ae00a6f5779
SAMN32301306,SRR22801868,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/068/SRR22801868/SRR22801868_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/068/SRR22801868/SRR22801868_2.fastq.gz,9f676c9edccbeab473e0632abbb9ded2,a9953aef990661347e01dc6242685d60
SAMN32301302,SRR22801902,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/002/SRR22801902/SRR22801902_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/002/SRR22801902/SRR22801902_2.fastq.gz,3ff6cceaf043e1faca06208eb846b837,8c9ad6e64c82ed82e0e0cb3df770db52
SAMN32301303,SRR22801901,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/001/SRR22801901/SRR22801901_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/001/SRR22801901/SRR22801901_2.fastq.gz,0494ccd37f5b7da6e88ba15e71b3d6fd,f5cc35d11e25739d01392edba752acf0
SAMN32301307,SRR22801829,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/029/SRR22801829/SRR22801829_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/029/SRR22801829/SRR22801829_2.fastq.gz,6be63997c8714b8d96791db38cb85530,1da8f153489f30fea56c2ae29168a7ba
SAMN32301310,SRR22801856,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/056/SRR22801856/SRR22801856_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/056/SRR22801856/SRR22801856_2.fastq.gz,8aa39ee086ea03af9e1f557d244c84b9,db2d589694e11dd608adc70c067c2d64
SAMN32301311,SRR22801845,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/045/SRR22801845/SRR22801845_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/045/SRR22801845/SRR22801845_2.fastq.gz,cfc755910ceb0962078d612f80f557e2,a7a36e3b6e1e9c5fd40bb87efdf4e54d
SAMN32301308,SRR22801818,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/018/SRR22801818/SRR22801818_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/018/SRR22801818/SRR22801818_2.fastq.gz,dfe6cfe5288fe9722bdc96792ac74115,c7cb855825836d852ff09378860e0300
SAMN32301309,SRR22801807,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/007/SRR22801807/SRR22801807_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/007/SRR22801807/SRR22801807_2.fastq.gz,39177538a3d7e9dc5647c918aa093e51,26363fc0f3ab75e1827f129cb427c4ef
SAMN32301397,SRR22801839,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/039/SRR22801839/SRR22801839.fastq.gz,,0ec6f053a5d16ddd9a37edaec0d4d94b,
SAMN32301393,SRR22801843,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/043/SRR22801843/SRR22801843.fastq.gz,,d224e5c35b0eae9db269251fc8199477,
SAMN32301394,SRR22801842,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/042/SRR22801842/SRR22801842.fastq.gz,,87958e18d11218625ad4bc54c84d15a5,
SAMN32301395,SRR22801841,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/041/SRR22801841/SRR22801841.fastq.gz,,d60f9f5ea475124276dcaaf73bd71deb,
SAMN32301396,SRR22801840,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/040/SRR22801840/SRR22801840.fastq.gz,,68b83f7259052c4cd89d04cb1f7759b8,
SAMN32301312,SRR22801900,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/000/SRR22801900/SRR22801900_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/000/SRR22801900/SRR22801900_2.fastq.gz,eefbf1d267b8cd70e701a30e4015a8ba,003d821d33823c23012485c8dbc586de
SAMN32301313,SRR22801899,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/099/SRR22801899/SRR22801899_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/099/SRR22801899/SRR22801899_2.fastq.gz,8a0aad0f2ccebf61c934bf802d437105,1ce14538f8836b4a4ad445243a005d2a
SAMN32301314,SRR22801898,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/098/SRR22801898/SRR22801898_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/098/SRR22801898/SRR22801898_2.fastq.gz,117c95f69a9744fe236f55eade75cc3c,d6407c2ff26e5b6170cc67008a377397
SAMN32301315,SRR22801897,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/097/SRR22801897/SRR22801897_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/097/SRR22801897/SRR22801897_2.fastq.gz,a2c7a6a67a21282f59ccded9b730bf90,cfce2dfe90604901d4ea56efbe9f03c0
SAMN32301316,SRR22801896,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/096/SRR22801896/SRR22801896.fastq.gz,,f9d3260a0b6802b476a8d43b213926be,
SAMN32301317,SRR22801895,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/095/SRR22801895/SRR22801895_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/095/SRR22801895/SRR22801895_2.fastq.gz,f29c9d521cddc5ddb125371e227afc35,8624e3c1d35caf58361f5bbf6db0ee7a
SAMN32301318,SRR22801894,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/094/SRR22801894/SRR22801894_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/094/SRR22801894/SRR22801894_2.fastq.gz,28d9c33bdf4d15e64a2a6bc74344bf7b,f21c14dcb5f257125463fe5493f8a9fd
SAMN32301319,SRR22801893,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/093/SRR22801893/SRR22801893_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/093/SRR22801893/SRR22801893_2.fastq.gz,e05ba5a0c4fd3bcca9ea7a5c8b202c25,59cd4817f9e6000e388428816eb45197
SAMN32301320,SRR22801892,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/092/SRR22801892/SRR22801892_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/092/SRR22801892/SRR22801892_2.fastq.gz,94334be66411819f99d6e55a2649b303,8117dec5fd6198b0c0b51af7bdaadba1
SAMN32301321,SRR22801891,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/091/SRR22801891/SRR22801891_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/091/SRR22801891/SRR22801891_2.fastq.gz,8ab7395279c1f334c0f3233a6e5f0ea0,875133041c6384c5b681b90c6e94c256
SAMN32301322,SRR22801889,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/089/SRR22801889/SRR22801889_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/089/SRR22801889/SRR22801889_2.fastq.gz,95e8fecba6c32be9a648bdb9f0e94e8a,c40df109e9a86ef8ea23af9aff6b00c6
SAMN32301323,SRR22801888,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/088/SRR22801888/SRR22801888_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/088/SRR22801888/SRR22801888_2.fastq.gz,4c2b29246a7264ca91300a3cb8014899,827e341013349267af0adfead0a15c2b
SAMN32301324,SRR22801887,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/087/SRR22801887/SRR22801887_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/087/SRR22801887/SRR22801887_2.fastq.gz,480278c784cba0b01a2351a9132fe7e9,2fbe24357fd364f9bca2f0604c1a0fac
SAMN32301325,SRR22801886,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/086/SRR22801886/SRR22801886_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/086/SRR22801886/SRR22801886_2.fastq.gz,8ccb936df7fc5e98c6f3944721fac9d2,907ea69ba9f3b9d28586a90f8b7c28cf
SAMN32301326,SRR22801885,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/085/SRR22801885/SRR22801885_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/085/SRR22801885/SRR22801885_2.fastq.gz,7b59dba8abac8809d0b99ef53fe139ed,943399b77f575c2ca9b1c834535b0da8
SAMN32301327,SRR22801884,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/084/SRR22801884/SRR22801884_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/084/SRR22801884/SRR22801884_2.fastq.gz,b946bce08a417ed4a0cf757493887849,e9d06d843a1d7e4019afc1f2e2a475da
SAMN32301328,SRR22801883,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/083/SRR22801883/SRR22801883_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/083/SRR22801883/SRR22801883_2.fastq.gz,4fe1c881a6e9e710584b4315a97b9a04,f1696b9ce4c815a7e33b65cbb00a6760
SAMN32301329,SRR22801882,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/082/SRR22801882/SRR22801882_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/082/SRR22801882/SRR22801882_2.fastq.gz,1bd6952b0bf852c0e0d84e5e22413b91,03914a158610ecf045ad8832261f452e
SAMN32301330,SRR22801881,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/081/SRR22801881/SRR22801881_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/081/SRR22801881/SRR22801881_2.fastq.gz,6c0c64bafb00df820b618acdc35ef249,3914f6f8804be350bb63f5a30542a54f
SAMN32301331,SRR22801880,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/080/SRR22801880/SRR22801880_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/080/SRR22801880/SRR22801880_2.fastq.gz,5455ed780e59fa5d6681efd8b0565f5e,241e264de98e3a37eaaddd4ba17e3565
SAMN32301332,SRR22801878,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/078/SRR22801878/SRR22801878_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/078/SRR22801878/SRR22801878_2.fastq.gz,a0dde831befe5ed1e5efec1b8fe41e10,a3c43202dfba4ee70daac1a92dfdd09d
SAMN32301333,SRR22801877,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/077/SRR22801877/SRR22801877_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/077/SRR22801877/SRR22801877_2.fastq.gz,da602d985dbee505d378e69210525fbd,ad29c3ae5370ceed4f1177bc596681d1
SAMN32301334,SRR22801876,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/076/SRR22801876/SRR22801876_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR228/076/SRR22801876/SRR22801876_2.fastq.gz,c2af76e8654d5a9132238f6b26cee624,b8d519cc67fda73c60ccbdeada76f914
