,fpr,tpr,aoc
0,0.0,0.0,0.6292000000000001
1,0.0,0.08,0.6292000000000001
2,0.6,0.8,0.6292000000000001
3,0.6,0.84,0.6292000000000001
4,0.72,0.84,0.6292000000000001
5,0.72,0.88,0.6292000000000001
6,0.78,0.88,0.6292000000000001
7,0.78,0.94,0.6292000000000001
8,0.86,0.94,0.6292000000000001
9,0.86,0.96,0.6292000000000001
10,0.92,0.96,0.6292000000000001
11,0.92,0.98,0.6292000000000001
12,0.98,0.98,0.6292000000000001
13,0.98,1.0,0.6292000000000001
14,1.0,1.0,0.6292000000000001
